Kingdom,Phylum,Class,Order,Family,Genus,Species,num_hits,%_hits
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,pickeringii,20,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Mogibacterium,vescum,20,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,brenneri,20,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,pfennigii,19,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mitis,19,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,methanolica,19,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Aquimonas,voraii,19,0.000
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Gomphosphaeriaceae,Snowella,rosea,19,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,chironomi,19,0.000
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,glycerini,19,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,kroppenstedtii,19,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,phenylpyruvicus,18,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,,,,18,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,,18,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,grantii,18,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,tremae,18,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,,18,0.000
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,wiggsiae,18,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,indalinina,18,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,,18,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,terricola,17,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,,,17,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,carnicancri,17,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,gluconicum,17,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnobacter,litoralis,17,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,rugosum,17,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,caldifontis,17,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,suimastitidis,17,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiorhodospira,,17,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,maritimus,17,0.000
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex,thiophilus,17,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia,herbida,17,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,criceti,17,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,,16,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus,,16,0.000
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Fervidobacterium,islandicum,16,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,budaii,16,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,svalbardensis,16,0.000
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Thermodesulfovibrionaceae,Thermodesulfovibrio,,16,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,shandongensis,16,0.000
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Cyanobacteriaceae,Cyanobacterium,aponinum,16,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,toluenoxydans,16,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Nesterenkonia,lacusekhoensis,16,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,devorans,16,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Candidatus Endobugula,,16,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,halichoeri,16,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Thiomonas,,15,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,sinaiensis,15,0.000
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis,panniformis,15,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,leidyia,15,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium,toebii,15,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,,15,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,brunnescens,15,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,isabeliae,15,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,15,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,siliginis,14,0.000
Bacteria,Cyanobacteria,Nostocophycideae,Stigonematales,Rivulariaceae,Calothrix,parietina,14,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,,14,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,filicis,14,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,phenoliruptrix,14,0.000
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,gallinarum,14,0.000
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,virosa,14,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronovibrio,,14,0.000
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,moscoviensis,14,0.000
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccalis,14,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Peptoniphilus,olsenii,14,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,eikelboomii,14,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,squalenivorans,14,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,,14,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Bogoriellaceae,Georgenia,deserti,13,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,tuberculostearicum,13,0.000
Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,,,13,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,sueciensis,13,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,caeni,13,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,,13,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Arsenophonus,,13,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,13,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sulfuroxidans,13,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,13,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,13,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,hirschiana,13,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma,oestradiolicum,12,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,gallinaceus,12,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,,12,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,carbinolicus,12,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Streptosporangium,,12,0.000
Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,soli,12,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,,12,0.000
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium,simiae,12,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Citricoccus,muralis,12,0.000
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Flexibacteraceae,Dyadobacter,hamtensis,12,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,,12,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Candidatus Endobugula,sertula,12,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sinensis,12,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,asiatica,12,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,sulfidigenes,12,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mucilaginosus,12,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,influenzae,11,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,tepidiprofundi,11,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mutans,11,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,,11,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,ratti,11,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Pilimelia,columellifera,11,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,almeriensis,11,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,impatiens,11,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,11,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,11,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora,melanogena,11,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,maltophilia,11,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,humerusii,11,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,pseudoviolaceum,11,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,cellicola,11,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,apis,11,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,lonarensis,11,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,detusculanense,11,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,marina,11,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,japonica,11,0.000
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrimicrobium,acidiphilum,11,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pneumoniae,11,0.000
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,subtile,11,0.000
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermosipho,ferriphilus,10,0.000
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,brasiliense,10,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,,10,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,sanguinis,10,0.000
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,defluvii,10,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,roseosporus,10,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,,10,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,dokdonensis,10,0.000
Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,ceti,10,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,succinolyticus,10,0.000
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter,hydrossis,10,0.000
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,mastomyrinus,10,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,geminatus,10,0.000
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,forsythia,10,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,camelthorni,10,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,10,0.000
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,,10,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,intermedius,10,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,lovleyi,10,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,10,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,coquinae,10,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,abyssi,9,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,gynurae,9,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,senuense,9,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,9,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,insidiosa,9,0.000
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,kivui,9,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,,9,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,argentoratense,9,0.000
Bacteria,Spirochaetes,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira,ibaraki,9,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,aromatica,9,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,mulieris,9,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,,9,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,adriaticum,9,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,haemolytica,9,0.000
Bacteria,Chloroflexi,,,,,,9,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,orisratti,9,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,pavanii,9,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,vincentii,9,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma,,9,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,lugdunensis,9,0.000
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,koreensis,9,0.000
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,verecundum,8,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,ginsengisoli,8,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Blochmannia,castaneus,8,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,pinnipedii,8,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,succinoxidans,8,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,8,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pseudolugdunensis,8,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes,8,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,malenominatum,8,0.000
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,intestinalis,8,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,,8,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,oceanitis,8,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thermoamylovorans,8,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Phlomobacter,fragariae,8,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,caricapapayae,8,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,8,0.000
Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,antarctica,8,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,,8,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,letivazi,8,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,koreensis,8,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,weaverense,8,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,polyspora,8,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,tabacinasalis,8,0.000
Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,,8,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,8,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,terrae,8,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,salexigens,8,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,8,0.000
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,8,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,,8,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,kyotonensis,8,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,equicursoris,8,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,Saccharothrix,australiensis,8,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,,7,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,byunsanensis,7,0.000
Bacteria,Spirochaetes,Spirochaetes,,,,,7,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,roseoalba,7,0.000
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,flueggei,7,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,haemolyticum,7,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Nitrincola,lacisaponensis,7,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineosporia,mikuniensis,7,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,thiooxydans,7,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,hongkongensis,7,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,oligophenolica,7,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Friedmanniella,,7,0.000
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,lipophilum,7,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,thailandicus,7,0.000
Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,fainei,7,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,mannitoliphagus,7,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter,,7,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,,7,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,temperans,7,0.000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,massiliensis,7,0.000
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,enoeca,6,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dentapri,6,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Jiangella,ginsengisoli,6,0.000
Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,vincentii,6,0.000
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,contaminans,6,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,aurantia,6,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,troglodytae,6,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,pallidoaurantiacus,6,0.000
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,6,0.000
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,pleuritidis,6,0.000
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,,6,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,microaerophilum,6,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,,6,0.000
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,,,6,0.000
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,ferrophilus,6,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,scandinavica,6,0.000
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,phoenicium,6,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,chromiiresistens,6,0.000
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sulfuritalea,,6,0.000
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Streptosporangium,purpuratum,6,0.000
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,lacustris,6,0.000
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,cucumis,6,0.000
